center_lat,center_lon,filename,state,index_right,ecoregion,biome
-18.21567800526202,-43.64976847606643,im_0000163072-0000186368_47_s2_20m_og.tif,Minas Gerais,23,Campos Rupestres montane savanna,7.0
-18.412948041654662,-43.713908187352565,im_0000163072-0000186368_26_s2_20m_og.tif,Minas Gerais,23,Campos Rupestres montane savanna,7.0
-18.482836970759166,-43.53882653847765,im_0000163072-0000186368_74_s2_20m_og.tif,Minas Gerais,23,Campos Rupestres montane savanna,7.0
-16.332988832804325,-44.62677617907481,im_0000139776-0000186368_27_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-16.43252216628477,-43.317122326356966,im_0000139776-0000186368_14_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-16.20929081818107,-44.39348369978897,im_0000139776-0000186368_19_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-16.138503573792455,-42.941536706066586,im_0000139776-0000186368_47_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-20.005481377341756,-47.87140115378614,im_0000186368-0000139776_72_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-15.923177400189006,-42.10781029087527,im_0000139776-0000209664_54_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-19.782160197709644,-48.35056252633546,im_0000186368-0000139776_31_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-19.870823916252238,-46.32054964728218,im_0000186368-0000163072_47_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-20.074292328105308,-48.94021667883152,im_0000186368-0000139776_70_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-16.578498399954192,-46.97497233176325,im_0000139776-0000163072_60_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-17.441420061879402,-47.40930777163503,im_0000163072-0000139776_38_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-17.387071987190172,-42.51061486427446,im_0000163072-0000209664_14_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-17.517687029501147,-47.293694594568855,im_0000163072-0000139776_63_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-20.44835081241268,-46.755154581739205,im_0000186368-0000163072_40_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-19.962721569817667,-45.220113424235755,im_0000186368-0000163072_37_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-16.360387448969973,-45.292337973078965,im_0000139776-0000163072_31_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-20.214699007013195,-48.912997725722704,im_0000186368-0000139776_42_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-16.54651837583954,-42.726300363991534,im_0000139776-0000209664_20_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-19.29940556402381,-49.83008779928031,im_0000186368-0000116480_61_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-18.27604479235485,-46.53866059826639,im_0000163072-0000163072_65_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-14.719973908639314,-45.016285686269036,im_0000116480-0000163072_71_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-18.531076501516388,-44.8048222683873,im_0000163072-0000186368_7_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-19.15980736887164,-46.18831763745978,im_0000186368-0000163072_65_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-19.98248450606829,-48.785796281491365,im_0000186368-0000139776_40_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-20.499285289022254,-46.00694778159604,im_0000186368-0000163072_10_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-19.377828488327445,-46.583935688586024,im_0000186368-0000163072_11_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-17.393629688764243,-44.47316426549037,im_0000163072-0000186368_69_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-19.104201652784642,-50.214207414769824,im_0000186368-0000116480_34_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-19.386272651998173,-45.50056745593788,im_0000186368-0000163072_13_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-19.45167000468207,-45.13360566237505,im_0000186368-0000163072_6_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-19.36336561225312,-47.928084848214034,im_0000186368-0000139776_49_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-15.692220540641875,-45.207087852616034,im_0000139776-0000163072_42_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-16.465580168740367,-45.90067708348471,im_0000139776-0000163072_52_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-19.97682511977834,-45.405166372764384,im_0000186368-0000163072_0_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-17.054964826651187,-45.991227264123964,im_0000163072-0000163072_29_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-18.572129510000643,-44.89025205190707,im_0000163072-0000186368_50_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-16.119010132127055,-45.997066313470725,im_0000139776-0000163072_56_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-19.460114168352803,-47.38927534079916,im_0000186368-0000139776_8_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-19.943497622737514,-48.17431306759122,im_0000186368-0000139776_7_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-16.875840758997754,-44.154442002684775,im_0000139776-0000186368_38_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-15.874039554147663,-45.53919501315502,im_0000139776-0000163072_8_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-18.733736429613746,-48.44389748435548,im_0000163072-0000139776_33_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-16.629792202677418,-42.21300301064565,im_0000139776-0000209664_31_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-16.39991332147123,-46.55968117591479,im_0000139776-0000163072_39_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-19.243260858766337,-48.212311804109476,im_0000186368-0000139776_18_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-15.260490215094032,-45.08231185965181,im_0000139776-0000163072_23_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-16.392906462255098,-46.55653707242036,im_0000139776-0000163072_73_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-20.3425292719434,-46.545667457482516,im_0000186368-0000163072_16_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-16.027292141618453,-46.44945789055332,im_0000139776-0000163072_48_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-19.38932692396417,-48.965369506786864,im_0000186368-0000139776_58_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-19.511587634132844,-43.60476288033203,im_0000186368-0000186368_47_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-17.104282335749346,-46.69442846853271,im_0000163072-0000163072_8_s2_20m_og.tif,Minas Gerais,20,Cerrado,7.0
-11.168394601344378,-50.72597763213271,im_0000093184-0000116480_47_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-11.58179929509618,-59.3436958157481,im_0000093184-0000023296_56_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-12.721132569944967,-57.94573757060131,im_0000093184-0000023296_8_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.375649660236304,-58.87225995464219,im_0000116480-0000023296_69_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.168138829604695,-53.5458791405123,im_0000116480-0000069888_16_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.775489793197904,-51.81689171316746,im_0000116480-0000093184_32_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-13.83162992417352,-59.24595911283589,im_0000116480-0000023296_6_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.741443643929772,-55.929199420809816,im_0000116480-0000046592_42_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-13.573813437631214,-55.93467914404293,im_0000116480-0000046592_37_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-12.100576371675205,-58.92373342042224,im_0000093184-0000023296_4_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-15.352298037131044,-53.73353720336486,im_0000139776-0000069888_10_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-16.593949422841042,-53.029078357558326,im_0000139776-0000093184_76_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.243776976527554,-56.3507787836471,im_0000116480-0000046592_27_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-16.229592743602172,-54.750340273459756,im_0000139776-0000069888_72_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-12.494218129176376,-58.69627999048318,im_0000093184-0000023296_25_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.444280947943033,-58.69852577869346,im_0000116480-0000023296_64_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.48416614655794,-54.260578780557786,im_0000116480-0000069888_67_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.498718854160677,-53.63993275075961,im_0000116480-0000069888_18_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-15.156824631306641,-52.98811518060249,im_0000139776-0000093184_14_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.005274268593825,-52.94742149823186,im_0000116480-0000093184_35_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.204700261668355,-58.83399172353869,im_0000116480-0000023296_62_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.042554352884785,-55.0363638599234,im_0000116480-0000069888_2_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-15.293548217549635,-54.71494665126545,im_0000139776-0000069888_25_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-12.965653990282302,-55.759866989753284,im_0000116480-0000046592_43_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.6199015859884,-51.24735982303568,im_0000116480-0000093184_59_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-12.69813569867151,-56.309815606691245,im_0000093184-0000046592_75_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-15.248093464173186,-52.24035753810141,im_0000139776-0000093184_15_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-15.25617830173026,-53.873315061573855,im_0000139776-0000069888_37_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-13.590611933444253,-57.103297497154024,im_0000116480-0000046592_68_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-12.689871198057606,-51.573268608114255,im_0000093184-0000093184_46_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-17.195102010973834,-54.43143834759732,im_0000163072-0000069888_35_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-13.507966927305255,-56.72447794184082,im_0000116480-0000046592_76_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-15.612090817298412,-53.23443323150806,im_0000139776-0000093184_21_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-15.082983114952016,-51.63399472132072,im_0000139776-0000093184_73_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-17.336047679052186,-55.47806548512497,im_0000163072-0000046592_32_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-13.645409165775545,-53.44670513314551,im_0000116480-0000069888_52_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-13.067433111973045,-58.46783841373159,im_0000116480-0000023296_61_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-17.09485002526609,-54.57534845611328,im_0000163072-0000069888_53_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-12.564646047451347,-51.03859135100632,im_0000093184-0000116480_38_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.094746470892124,-54.026567649044644,im_0000116480-0000069888_23_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-11.037869390561807,-51.31626060532764,im_0000093184-0000093184_73_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.160143823576028,-54.841698937854716,im_0000116480-0000069888_25_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-15.915092562631926,-52.28302751409707,im_0000139776-0000093184_40_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.632028842324017,-58.40387836550225,im_0000116480-0000023296_15_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.48416614655794,-55.15727709716589,im_0000116480-0000069888_1_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.076510670624506,-59.326448162293026,im_0000116480-0000023296_34_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-15.447070299605654,-55.95201662902643,im_0000139776-0000046592_41_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.93044917970852,-52.07210308538582,im_0000139776-0000093184_46_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-13.049107480177007,-58.30209924381154,im_0000116480-0000023296_41_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-13.400528419324562,-56.026576797608364,im_0000116480-0000046592_1_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-15.024143463842185,-54.28447396711537,im_0000139776-0000069888_63_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-13.574621921386926,-56.77235814648439,im_0000116480-0000046592_48_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-17.167883057865012,-55.05154538822504,im_0000163072-0000069888_40_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.06986313752202,-52.472122881404246,im_0000116480-0000093184_13_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-15.541303572909793,-52.43825639519294,im_0000139776-0000093184_32_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-16.639853333859556,-54.961983354398306,im_0000139776-0000069888_42_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-13.494132871929814,-57.22816332164663,im_0000116480-0000046592_73_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-16.180005739918776,-54.019470958300104,im_0000139776-0000069888_53_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-12.044252003360908,-58.4867928662265,im_0000093184-0000023296_53_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-11.76361830860197,-58.593333058923065,im_0000093184-0000023296_35_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-12.323268730608433,-55.836672946545505,im_0000093184-0000046592_36_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.818249600721991,-54.01075730004415,im_0000116480-0000069888_47_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.03123558030488,-52.021977092531955,im_0000116480-0000093184_64_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-13.920024148130882,-58.11992090419209,im_0000116480-0000023296_24_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-13.759674869915548,-53.39747745557575,im_0000116480-0000069888_66_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-15.04184027493934,-56.10733534165072,im_0000139776-0000046592_23_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-15.785286004076655,-58.54563251733633,im_0000139776-0000023296_4_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-13.897027276857422,-51.79883557595666,im_0000116480-0000093184_8_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-15.39065609976295,-54.512107060111255,im_0000139776-0000069888_74_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-12.901514278996167,-51.50876957071446,im_0000116480-0000093184_17_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.266234858630545,-59.45975815045635,im_0000116480-0000023296_23_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-16.896412179004095,-53.803246469412535,im_0000139776-0000069888_8_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-16.843411577241046,-53.72464388205208,im_0000139776-0000069888_9_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-10.363324443716461,-51.02394881187515,im_0000069888-0000116480_50_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-12.556381546837445,-50.76173058044068,im_0000093184-0000116480_13_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-12.899627816899516,-50.934027451934796,im_0000116480-0000116480_63_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-13.685114701333628,-55.922102730065276,im_0000116480-0000046592_34_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-15.846910432567256,-54.36226807072013,im_0000139776-0000069888_47_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-15.38041530552399,-53.740274567995776,im_0000139776-0000069888_16_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-15.91212812219433,-59.25206765676792,im_0000139776-0000023296_74_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-13.158432450254352,-56.091524992650214,im_0000116480-0000046592_28_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-16.75205291284609,-54.670390213173114,im_0000139776-0000069888_68_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-13.697331789197653,-51.7916490536837,im_0000116480-0000093184_21_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.31070146519446,-59.15882253027631,im_0000116480-0000023296_14_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-14.458204834846887,-52.991708441738965,im_0000116480-0000093184_58_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-13.215026313153881,-51.57928732051786,im_0000116480-0000093184_39_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-13.839265604088535,-56.09817252575269,im_0000116480-0000046592_70_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-15.178204535068685,-55.76435856617389,im_0000139776-0000046592_34_s2_20m_og.tif,Mato Grosso,20,Cerrado,7.0
-12.242420355037675,-50.03984441812222,im_0000093184-0000116480_0_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-10.406263914297373,-47.95467498062399,im_0000069888-0000139776_51_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-12.508321679137053,-47.86583159902456,im_0000093184-0000139776_18_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-11.252476911937961,-47.132626664126214,im_0000093184-0000139776_71_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-9.773580459691994,-48.22668484865539,im_0000069888-0000139776_23_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-11.97526138954053,-47.130470707444324,im_0000093184-0000139776_69_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-8.394846161625349,-49.29747666732585,im_0000046592-0000116480_75_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-12.255895084299464,-49.9651944180119,im_0000093184-0000116480_67_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-7.946676666378122,-48.193447183142965,im_0000046592-0000139776_3_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-11.059249294323852,-47.2461737160389,im_0000093184-0000139776_70_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-11.419024565613725,-50.54829086893389,im_0000093184-0000116480_33_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-11.421000859238784,-49.643058557126636,im_0000093184-0000116480_21_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-11.733973904226026,-46.37983845603407,im_0000093184-0000163072_65_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-8.466352058241265,-47.25425855359599,im_0000046592-0000139776_51_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-11.407256635391755,-49.47722955567816,im_0000093184-0000116480_37_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-11.858480402604993,-47.65742245310884,im_0000093184-0000139776_56_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-9.717256091377699,-47.230722693152074,im_0000069888-0000139776_66_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-12.80269959774302,-47.262433222681494,im_0000116480-0000139776_17_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-11.199745804760148,-49.237918363988726,im_0000093184-0000116480_49_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-10.782388523758216,-47.61520163475521,im_0000093184-0000139776_52_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-10.926208800745751,-46.374718058914574,im_0000093184-0000163072_11_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-9.707823780894444,-49.281845981382176,im_0000069888-0000116480_39_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-10.846528235044348,-48.0321097581151,im_0000093184-0000139776_15_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-9.493306091046703,-47.74905061208902,im_0000069888-0000139776_79_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-9.869340868979137,-46.71913213884601,im_0000069888-0000163072_39_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-9.25570169839709,-49.40805927880096,im_0000069888-0000116480_77_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-8.65427961567907,-48.035523356194744,im_0000069888-0000139776_57_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-10.792539486468769,-49.494926366775324,im_0000093184-0000116480_56_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-12.722210548285911,-47.19461041873046,im_0000093184-0000139776_40_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-11.18016253156634,-48.43536348915636,im_0000093184-0000139776_8_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-9.854967824433224,-47.197305364582824,im_0000069888-0000139776_28_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-8.31148250325906,-47.34211378838289,im_0000046592-0000139776_15_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-9.5286098817126,-47.05788683248747,im_0000069888-0000139776_44_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-9.074960663232241,-49.73486637916365,im_0000069888-0000116480_31_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-13.072643340620935,-47.68832449888257,im_0000116480-0000139776_20_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-11.527451220406947,-47.317230455012776,im_0000093184-0000139776_53_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-11.452262231126143,-50.66597017115354,im_0000093184-0000116480_8_s2_20m_og.tif,Tocantins,20,Cerrado,7.0
-20.49677000622672,-52.912117707565976,im_0000186368-0000093184_5_s2_20m_og.tif,Mato Grosso do Sul,20,Cerrado,7.0
-20.53387042746085,-55.72635982965561,im_0000186368-0000046592_53_s2_20m_og.tif,Mato Grosso do Sul,20,Cerrado,7.0
-20.51159220841469,-52.0456926160327,im_0000186368-0000093184_54_s2_20m_og.tif,Mato Grosso do Sul,20,Cerrado,7.0
-20.17095105267657,-55.6119144624588,im_0000186368-0000046592_0_s2_20m_og.tif,Mato Grosso do Sul,20,Cerrado,7.0
-22.1628753636832,-57.18522385106573,im_0000209664-0000046592_55_s2_20m_og.tif,Mato Grosso do Sul,20,Cerrado,7.0
-19.764283723555664,-52.08414051019302,im_0000186368-0000093184_18_s2_20m_og.tif,Mato Grosso do Sul,20,Cerrado,7.0
-21.77642012845498,-54.98201578523418,im_0000209664-0000069888_22_s2_20m_og.tif,Mato Grosso do Sul,20,Cerrado,7.0
-21.615801355654405,-52.253383109721135,im_0000209664-0000093184_74_s2_20m_og.tif,Mato Grosso do Sul,20,Cerrado,7.0
-21.581485711801037,-55.70480026283674,im_0000209664-0000046592_44_s2_20m_og.tif,Mato Grosso do Sul,20,Cerrado,7.0
-19.718200149480328,-53.6684093452662,im_0000186368-0000069888_30_s2_20m_og.tif,Mato Grosso do Sul,20,Cerrado,7.0
-19.00197337345184,-53.1895174673021,im_0000163072-0000093184_60_s2_20m_og.tif,Mato Grosso do Sul,20,Cerrado,7.0
-21.57393986341444,-54.04094069359057,im_0000209664-0000069888_45_s2_20m_og.tif,Mato Grosso do Sul,20,Cerrado,7.0
-18.279458390434502,-53.991892679077644,im_0000163072-0000069888_59_s2_20m_og.tif,Mato Grosso do Sul,20,Cerrado,7.0
